Id,cateId,picS,picB,name,describe,price,originPrice,author,brand,publishDate,sellerId,isPChome,isNC17,couponActid,BU
QFAA9V-A9007X088,DEDB9C,/items/QFAA9VA9007X088/000001_1621319472.jpg,/items/QFAA9VA9007X088/000001_1621319472.jpg,Homelike 新歐風七層置物鞋櫃(兩色可選),"Homelike 新歐風七層置物鞋櫃(兩色可選)\r\n◆新古典外型設計，優雅、舒適、溫馨。
◆開放性空間設計，通風、收取輕鬆便利。
◆台灣製造，堅固耐用有保障，更安心。",899,899,,,,,1,0,"['C029577', 'C030628', 'C030293', 'C030323', 'C030625', 'C030626', 'C030627', 'C030324', 'C030640', 'C030639', 'C030638', 'C030641', 'C030295', 'C030647', 'C030325', 'C030645', 'C030644', 'C030298', 'C030646', 'C030651', 'C030652', 'C030326', 'C030653', 'C030300', 'C030650', 'C030658', 'C030302', 'C030327', 'C030656', 'C030657', 'C030659', 'C030328', 'C030305', 'C030189', 'C030307', 'C030329', 'C030308', 'C030330', 'C030309', 'C030331', 'C030332', 'C030310', 'C030311', 'C030333', 'C030312', 'C030334', 'C030335', 'C030313', 'C030336', 'C030314', 'C030340', 'C030318', 'C030341', 'C030319', 'C030315', 'C030337', 'C030316', 'C030338', 'C030339', 'C030317']",ec
DEAB4Q-A900AWG9K,DEDB8L,/items/DEAB4QA900AWG9K/000001_1601365214.jpg,/items/DEAB4QA900AWG9K/000001_1601365214.jpg,【fioJa 費歐家】 側開式 1列9層 組合鞋櫃 鞋架(鞋櫃 組合鞋櫃 ),"【fioJa 費歐家】 側開式 1列9層 組合鞋櫃\r\n讓您的鞋子有舒適空間!井然有序的排排站
鞋櫃可調整隔板，自由彈性運用~
收納各尺寸大鞋、小鞋更方便~

組裝容易 美觀大方
透明門板 一覽無遺",898,898,,,,,1,0,"['C029577', 'C030628', 'C030293', 'C030323', 'C030625', 'C030626', 'C030627', 'C030324', 'C030640', 'C030639', 'C030638', 'C030641', 'C030295', 'C030647', 'C030325', 'C030645', 'C030644', 'C030298', 'C030646', 'C030651', 'C030652', 'C030326', 'C030653', 'C030300', 'C030650', 'C030658', 'C030302', 'C030327', 'C030656', 'C030657', 'C030659', 'C030328', 'C030305', 'C030189', 'C030307', 'C030329', 'C030308', 'C030330', 'C030309', 'C030331', 'C030332', 'C030310', 'C030311', 'C030333', 'C030312', 'C030334', 'C030335', 'C030313', 'C030336', 'C030314', 'C030340', 'C030318', 'C030341', 'C030319', 'C030315', 'C030337', 'C030316', 'C030338', 'C030339', 'C030317']",ec
QFAB4C-A90079B5R,DEDB9K,/items/QFAB4CA90079B5R/000001_1628216828.jpg,/items/QFAB4CA90079B5R/000001_1628216828.jpg,【樂活家】小七層鞋架/7層/鞋櫃,"【樂活家】小七層鞋架 30x28x83 cm\r\n約可放7雙鞋(鞋款不同將造成誤差)
古典優美的設計適合家中各處擺設 
小巧直立不佔空間",1199,1199,,,,,1,0,"['C029577', 'C030628', 'C030293', 'C030323', 'C030625', 'C030626', 'C030627', 'C030324', 'C030640', 'C030639', 'C030638', 'C030641', 'C030295', 'C030647', 'C030325', 'C030645', 'C030644', 'C030298', 'C030646', 'C030651', 'C030652', 'C030326', 'C030653', 'C030300', 'C030650', 'C030658', 'C030302', 'C030327', 'C030656', 'C030657', 'C030659', 'C030328', 'C030305', 'C030189', 'C030307', 'C030329', 'C030308', 'C030330', 'C030309', 'C030331', 'C030332', 'C030310', 'C030311', 'C030333', 'C030312', 'C030334', 'C030335', 'C030313', 'C030336', 'C030314', 'C030340', 'C030318', 'C030341', 'C030319', 'C030315', 'C030337', 'C030316', 'C030338', 'C030339', 'C030317']",ec
DEABAP-A90066GJR,DEDB9K,/items/DEABAPA90066GJR/000001_1628665976.jpg,/items/DEABAPA90066GJR/000001_1628665976.jpg,樂活家 小七層鞋架 鞋櫃 拖鞋架,"樂活家小七層鞋架/鞋櫃/拖鞋架\r\n約可放7雙鞋(鞋款不同將造成誤差)
■30x28x83cm(±5cm)
■古典優美的設計適合家中各處擺設
■七格設計整齊擺放您的鞋子
■小巧直立不佔空間
■不需工具簡單diy組裝",939,939,,,,,1,0,"['C029577', 'C030628', 'C030293', 'C030323', 'C030625', 'C030626', 'C030627', 'C030324', 'C030640', 'C030639', 'C030638', 'C030641', 'C030295', 'C030647', 'C030325', 'C030645', 'C030644', 'C030298', 'C030646', 'C030651', 'C030652', 'C030326', 'C030653', 'C030300', 'C030650', 'C030658', 'C030302', 'C030327', 'C030656', 'C030657', 'C030659', 'C030328', 'C030305', 'C030189', 'C030307', 'C030329', 'C030308', 'C030330', 'C030309', 'C030331', 'C030332', 'C030310', 'C030311', 'C030333', 'C030312', 'C030334', 'C030335', 'C030313', 'C030336', 'C030314', 'C030340', 'C030318', 'C030341', 'C030319', 'C030315', 'C030337', 'C030316', 'C030338', 'C030339', 'C030317']",ec
DEDB8M-A900F3V90,DEDB8M,/items/DEDB8MA900F3V90/000002_1653730045.jpg,/items/DEDB8MA900F3V90/000001_1653730045.jpg,BuyJM低甲醛開放式六層鞋櫃(寬81公分),"BuyJM低甲醛開放式六層鞋櫃(寬81公分)\r\n‧六層分層，大容量收納
‧低甲醛板材使用安心
‧開放式收納，取物方便
‧台灣製造，品質有保障",1500,1500,,,,,1,0,"['C029577', 'C030628', 'C030293', 'C030323', 'C030625', 'C030626', 'C030627', 'C030324', 'C030640', 'C030639', 'C030638', 'C030641', 'C030295', 'C030647', 'C030325', 'C030645', 'C030644', 'C030298', 'C030646', 'C030651', 'C030652', 'C030326', 'C030653', 'C030300', 'C030650', 'C030658', 'C030302', 'C030327', 'C030656', 'C030657', 'C030659', 'C030328', 'C030305', 'C030189', 'C030307', 'C030329', 'C030308', 'C030330', 'C030309', 'C030331', 'C030332', 'C030310', 'C030311', 'C030333', 'C030312', 'C030334', 'C030335', 'C030313', 'C030336', 'C030314', 'C030340', 'C030318', 'C030341', 'C030319', 'C030315', 'C030337', 'C030316', 'C030338', 'C030339', 'C030317']",ec
DEABEM-A900AEOMY,DEABDE,/items/DEABEMA900AEOMY/000001_1575945004.jpg,/items/DEABEMA900AEOMY/000001_1575945004.jpg,【RICHOME】威利穿鞋椅,"威利穿鞋椅-2色( 防霉抗菌)\r\n✓ pvc皮面柔軟坐墊
✓ 表面美耐皿層板
✓ 可調式層板可依擺放需求做調整
✓ 可收納10雙鞋
✓ 此商品需diy組裝",911,911,,,,,1,0,"['C029577', 'C030628', 'C030293', 'C030323', 'C030625', 'C030626', 'C030627', 'C030324', 'C030640', 'C030639', 'C030638', 'C030641', 'C030295', 'C030647', 'C030325', 'C030645', 'C030644', 'C030298', 'C030646', 'C030651', 'C030652', 'C030326', 'C030653', 'C030300', 'C030650', 'C030658', 'C030302', 'C030327', 'C030656', 'C030657', 'C030659', 'C030328', 'C030305', 'C030189', 'C030307', 'C030329', 'C030308', 'C030330', 'C030309', 'C030331', 'C030332', 'C030310', 'C030311', 'C030333', 'C030312', 'C030334', 'C030335', 'C030313', 'C030336', 'C030314', 'C030340', 'C030318', 'C030341', 'C030319', 'C030315', 'C030337', 'C030316', 'C030338', 'C030339', 'C030317']",ec
DEABJA-A900FHN58,DEABJA,/items/DEABJAA900FHN58/000002_1663212336.jpg,/items/DEABJAA900FHN58/000001_1663212336.jpg,TZUMii波爾高四門鞋櫃-雙色可選,"TZUMii波爾高四門鞋櫃-雙色可選\r\n●附門設計防塵效果佳
●簡約時尚雙色搭配
●活動板可依需求調整高度
●門把設計好開關",1588,1588,,,,,1,0,[],ec
DEABHV-A900FHXDW,DEABHV,/items/DEABHVA900FHXDW/000002_1663552396.jpg,/items/DEABHVA900FHXDW/000001_1663552396.jpg,《HOPMA》樂活加深款二門五格鞋櫃-白櫻桃,"《HOPMA》樂活加深款二門五格鞋櫃-白櫻桃\r\n★金屬質感把手
★磁扣開合設計
★層板半圓孔溝槽固定不滑動
★加深款大容量收納

►白櫻桃
►拼版柚木",1018,1018,,,,,1,0,"['C029577', 'C030628', 'C030293', 'C030323', 'C030625', 'C030626', 'C030627', 'C030324', 'C030640', 'C030639', 'C030638', 'C030641', 'C030295', 'C030647', 'C030325', 'C030645', 'C030644', 'C030298', 'C030646', 'C030651', 'C030652', 'C030326', 'C030653', 'C030300', 'C030650', 'C030658', 'C030302', 'C030327', 'C030656', 'C030657', 'C030659', 'C030328', 'C030305', 'C030189', 'C030307', 'C030329', 'C030308', 'C030330', 'C030309', 'C030331', 'C030332', 'C030310', 'C030311', 'C030333', 'C030312', 'C030334', 'C030335', 'C030313', 'C030336', 'C030314', 'C030340', 'C030318', 'C030341', 'C030319', 'C030315', 'C030337', 'C030316', 'C030338', 'C030339', 'C030317']",ec
DEDD1X-A900B7W3A,DEDD1X,/items/DEDD1XA900B7W3A/000002_1656399604.jpg,/items/DEDD1XA900B7W3A/000001_1656399603.jpg,[諳木藏庫]多功能掀蓋收納鞋櫃穿鞋椅80x30x42cm,"[諳木藏庫]多功能掀蓋收納鞋櫃穿鞋椅80x30x42cm\r\n鞋架上下層設計 鞋子分類放置
細膩木紋貼面 耐潑水 好清理
附有抽屜收納小物品",888,888,,,,,1,0,[],ec
DEABHV-A900AX20T,DEABHV,/items/DEABHVA900AX20T/000001_1602489179.jpg,/items/DEABHVA900AX20T/000001_1602489179.jpg,《HOPMA》日式雙門四層鞋櫃-漂流木,"《HOPMA》日式雙門四層鞋櫃-漂流木\r\nmit台灣製造 diy傢具
金屬質感把手
磁扣開合設計
層板半圓孔溝槽固定不滑動
附腳粒保護地板被刮傷",828,828,,,,,1,0,"['C029577', 'C030628', 'C030293', 'C030323', 'C030625', 'C030626', 'C030627', 'C030324', 'C030640', 'C030639', 'C030638', 'C030641', 'C030295', 'C030647', 'C030325', 'C030645', 'C030644', 'C030298', 'C030646', 'C030651', 'C030652', 'C030326', 'C030653', 'C030300', 'C030650', 'C030658', 'C030302', 'C030327', 'C030656', 'C030657', 'C030659', 'C030328', 'C030305', 'C030189', 'C030307', 'C030329', 'C030308', 'C030330', 'C030309', 'C030331', 'C030332', 'C030310', 'C030311', 'C030333', 'C030312', 'C030334', 'C030335', 'C030313', 'C030336', 'C030314', 'C030340', 'C030318', 'C030341', 'C030319', 'C030315', 'C030337', 'C030316', 'C030338', 'C030339', 'C030317']",ec
CCAA0M-A69908903,DEABNA,/items/CCAA0MA69908903/000001_1602135335.jpg,/items/CCAA0MA69908903/000001_1602135335.jpg,【舒適屋】《IRON》 鐵力士大衣櫥120X45X180 (附布套)收納架/置物架/收納櫃/衣櫃/鞋櫃,"Peachy Life 收納鐵力士大衣櫥附布套-120X45X180(4色可選)\r\n★衣物收納 雜物收納
★層與層之間的高度可自行調整
★組裝簡單，女性朋友也可輕鬆組裝",1880,1880,,,,,1,0,"['C029577', 'C030628', 'C030293', 'C030323', 'C030625', 'C030626', 'C030627', 'C030324', 'C030640', 'C030639', 'C030638', 'C030641', 'C030295', 'C030647', 'C030325', 'C030645', 'C030644', 'C030298', 'C030646', 'C030651', 'C030652', 'C030326', 'C030653', 'C030300', 'C030650', 'C030658', 'C030302', 'C030327', 'C030656', 'C030657', 'C030659', 'C030328', 'C030305', 'C030189', 'C030307', 'C030329', 'C030308', 'C030330', 'C030309', 'C030331', 'C030332', 'C030310', 'C030311', 'C030333', 'C030312', 'C030334', 'C030335', 'C030313', 'C030336', 'C030314', 'C030340', 'C030318', 'C030341', 'C030319', 'C030315', 'C030337', 'C030316', 'C030338', 'C030339', 'C030317']",ec
QFAAJH-A9009QZFZ,DEDD92,/items/QFAAJHA9009QZFZ/000001_1547883269.jpg,/items/QFAAJHA9009QZFZ/000001_1547883269.jpg,【kihome】鄉村雙門六層鞋櫃,"【kihome】鄉村雙門六層鞋櫃\r\n雙門設計
可調式層板
大容量平均可放18雙鞋子",1095,1095,,,,,1,0,[],ec
QFAADC-A9008K20R,DEDDD4,/items/QFAADCA9008K20R/000002_1660546332.jpg,/items/QFAADCA9008K20R/000001_1660546332.jpg,(ONE 生活) 歐風超大容量鞋櫃 -白色,"(ONE 生活) 歐風超大容量鞋櫃-白色\r\n手把採亮銀高級鍍鉻
天板加厚大方設計 耐用更持久
採用彈力磁鐵門板只須輕壓即彈
背板有透氣孔放在多雙鞋都不怕
-----------------------
▼同系列共有胡桃│木紋│白色│2入組可選",1699,1699,,,,,1,0,"['C029577', 'C030628', 'C030293', 'C030323', 'C030625', 'C030626', 'C030627', 'C030324', 'C030640', 'C030639', 'C030638', 'C030641', 'C030295', 'C030647', 'C030325', 'C030645', 'C030644', 'C030298', 'C030646', 'C030651', 'C030652', 'C030326', 'C030653', 'C030300', 'C030650', 'C030658', 'C030302', 'C030327', 'C030656', 'C030657', 'C030659', 'C030328', 'C030305', 'C030189', 'C030307', 'C030329', 'C030308', 'C030330', 'C030309', 'C030331', 'C030332', 'C030310', 'C030311', 'C030333', 'C030312', 'C030334', 'C030335', 'C030313', 'C030336', 'C030314', 'C030340', 'C030318', 'C030341', 'C030319', 'C030315', 'C030337', 'C030316', 'C030338', 'C030339', 'C030317']",ec
QFAA1Z-A9006Q2RA,DEDD6C,/items/QFAA1ZA9006Q2RA/000001_1478496938.jpg,/items/QFAA1ZA9006Q2RA/000001_1478496938.jpg,(幸福收納) 雙門多層收納鞋櫃-可收納24雙鞋,"(幸福收納) 雙門多層收納鞋櫃\r\n多層收納空間，共可收納24雙鞋
4大3小活動層板可任意調整
雙色搭配不單調:秋香色+白色
100%台灣製造，品質有保障",1199,1199,,,,,1,0,"['C029577', 'C030628', 'C030293', 'C030323', 'C030625', 'C030626', 'C030627', 'C030324', 'C030640', 'C030639', 'C030638', 'C030641', 'C030295', 'C030647', 'C030325', 'C030645', 'C030644', 'C030298', 'C030646', 'C030651', 'C030652', 'C030326', 'C030653', 'C030300', 'C030650', 'C030658', 'C030302', 'C030327', 'C030656', 'C030657', 'C030659', 'C030328', 'C030305', 'C030189', 'C030307', 'C030329', 'C030308', 'C030330', 'C030309', 'C030331', 'C030332', 'C030310', 'C030311', 'C030333', 'C030312', 'C030334', 'C030335', 'C030313', 'C030336', 'C030314', 'C030340', 'C030318', 'C030341', 'C030319', 'C030315', 'C030337', 'C030316', 'C030338', 'C030339', 'C030317']",ec
QFAAAL-A9007NOOJ,DEDD6C,/items/QFAAALA9007NOOJ/000001_1479288648.jpg,/items/QFAAALA9007NOOJ/000001_1479288648.jpg,【朵麗】高台置物鞋櫃收納21雙鞋,"【朵麗】高台置物鞋櫃收納21雙鞋獨家日本熱銷款式\r\n多層分隔可收納28雙鞋子
獨特高台設計可收納各式小物
貼心小抽屜可小物收納在此
100%台灣製造，品質有保障",1599,1599,,,,,1,0,"['C029577', 'C030628', 'C030293', 'C030323', 'C030625', 'C030626', 'C030627', 'C030324', 'C030640', 'C030639', 'C030638', 'C030641', 'C030295', 'C030647', 'C030325', 'C030645', 'C030644', 'C030298', 'C030646', 'C030651', 'C030652', 'C030326', 'C030653', 'C030300', 'C030650', 'C030658', 'C030302', 'C030327', 'C030656', 'C030657', 'C030659', 'C030328', 'C030305', 'C030189', 'C030307', 'C030329', 'C030308', 'C030330', 'C030309', 'C030331', 'C030332', 'C030310', 'C030311', 'C030333', 'C030312', 'C030334', 'C030335', 'C030313', 'C030336', 'C030314', 'C030340', 'C030318', 'C030341', 'C030319', 'C030315', 'C030337', 'C030316', 'C030338', 'C030339', 'C030317']",ec
CCAA5W-A71960979,DEDD6C,/items/CCAA5WA71960979/000001_1501576374.jpg,/items/CCAA5WA71960979/000001_1501576374.jpg,(秋香) 雙門附小抽屜鞋櫃-可收納23雙鞋,"【秋香】雙門附小抽屜鞋櫃(可收納23雙鞋)\r\n‧多層收納空間，共可收納23雙鞋
‧4大4小活動板，可任意調整高度
‧雙色搭配不單調，秋香色+白色
‧100%台灣製造，品質有保障",918,918,,,,,1,0,"['C029577', 'C030628', 'C030293', 'C030323', 'C030625', 'C030626', 'C030627', 'C030324', 'C030640', 'C030639', 'C030638', 'C030641', 'C030295', 'C030647', 'C030325', 'C030645', 'C030644', 'C030298', 'C030646', 'C030651', 'C030652', 'C030326', 'C030653', 'C030300', 'C030650', 'C030658', 'C030302', 'C030327', 'C030656', 'C030657', 'C030659', 'C030328', 'C030305', 'C030189', 'C030307', 'C030329', 'C030308', 'C030330', 'C030309', 'C030331', 'C030332', 'C030310', 'C030311', 'C030333', 'C030312', 'C030334', 'C030335', 'C030313', 'C030336', 'C030314', 'C030340', 'C030318', 'C030341', 'C030319', 'C030315', 'C030337', 'C030316', 'C030338', 'C030339', 'C030317']",ec
CCAA07-A81631793,DEDDD4,/items/CCAA07A81631793/000002_1660547564.jpg,/items/CCAA07A81631793/000001_1660547563.jpg,(ONE 生活) 歐風超大容量鞋櫃,"(ONE 生活) 歐風超大容量鞋櫃-胡桃\r\n手把採亮銀高級鍍鉻
天板加厚大方設計 耐用更持久
採用彈力磁鐵門板只須輕壓即彈
背板有透氣孔放在多雙鞋都不怕
-----------------------
▼同系列共有胡桃│木紋│白色│2入組可選",1699,1699,,,,,1,0,"['C029577', 'C030628', 'C030293', 'C030323', 'C030625', 'C030626', 'C030627', 'C030324', 'C030640', 'C030639', 'C030638', 'C030641', 'C030295', 'C030647', 'C030325', 'C030645', 'C030644', 'C030298', 'C030646', 'C030651', 'C030652', 'C030326', 'C030653', 'C030300', 'C030650', 'C030658', 'C030302', 'C030327', 'C030656', 'C030657', 'C030659', 'C030328', 'C030305', 'C030189', 'C030307', 'C030329', 'C030308', 'C030330', 'C030309', 'C030331', 'C030332', 'C030310', 'C030311', 'C030333', 'C030312', 'C030334', 'C030335', 'C030313', 'C030336', 'C030314', 'C030340', 'C030318', 'C030341', 'C030319', 'C030315', 'C030337', 'C030316', 'C030338', 'C030339', 'C030317']",ec
DEABJA-A9006UGF1,DEABJA,/items/DEABJAA9006UGF1/000001_1617675486.jpg,/items/DEABJAA9006UGF1/000001_1617675486.jpg,TZUMii 胡桃木色雙門鞋櫃,"TZUMii 胡桃木色雙門鞋櫃\r\n雙門5層收納 
分層分類容量大 
隔板可自行調整 
小空間收納的幫手",799,799,,,,,1,0,"['C029577', 'C030628', 'C030293', 'C030323', 'C030625', 'C030626', 'C030627', 'C030324', 'C030640', 'C030639', 'C030638', 'C030641', 'C030295', 'C030647', 'C030325', 'C030645', 'C030644', 'C030298', 'C030646', 'C030651', 'C030652', 'C030326', 'C030653', 'C030300', 'C030650', 'C030658', 'C030302', 'C030327', 'C030656', 'C030657', 'C030659', 'C030328', 'C030305', 'C030189', 'C030307', 'C030329', 'C030308', 'C030330', 'C030309', 'C030331', 'C030332', 'C030310', 'C030311', 'C030333', 'C030312', 'C030334', 'C030335', 'C030313', 'C030336', 'C030314', 'C030340', 'C030318', 'C030341', 'C030319', 'C030315', 'C030337', 'C030316', 'C030338', 'C030339', 'C030317']",ec
QFAA1Z-A9006UGEU,DEABJA,/items/QFAA1ZA9006UGEU/000001_1545187754.jpg,/items/QFAA1ZA9006UGEU/000001_1545187754.jpg,《阿瑞斯》便利雙門鞋櫃,"《阿瑞斯》便利雙門鞋櫃\r\n雙門5層收納 
分層分類容量大 
隔板可自行調整 
小空間收納的幫手",719,719,,,,,1,0,"['C029577', 'C030628', 'C030293', 'C030323', 'C030625', 'C030626', 'C030627', 'C030324', 'C030640', 'C030639', 'C030638', 'C030641', 'C030295', 'C030647', 'C030325', 'C030645', 'C030644', 'C030298', 'C030646', 'C030651', 'C030652', 'C030326', 'C030653', 'C030300', 'C030650', 'C030658', 'C030302', 'C030327', 'C030656', 'C030657', 'C030659', 'C030328', 'C030305', 'C030189', 'C030307', 'C030329', 'C030308', 'C030330', 'C030309', 'C030331', 'C030332', 'C030310', 'C030311', 'C030333', 'C030312', 'C030334', 'C030335', 'C030313', 'C030336', 'C030314', 'C030340', 'C030318', 'C030341', 'C030319', 'C030315', 'C030337', 'C030316', 'C030338', 'C030339', 'C030317']",ec
QFAA9R-A9008GH1A,DEABJA,/items/QFAA9RA9008GH1A/000001_1507257614.jpg,/items/QFAA9RA9008GH1A/000001_1507257614.jpg,《阿瑞斯》日式簡約雙門鞋櫃-胡桃木,"《阿瑞斯》日式簡約雙門鞋櫃-胡桃木\r\n●日式簡約雙門設計
●五層大空間收納
●堅固耐用，附門隔絕灰塵
-----------------------
▼同系列共有原木色│胡桃木可選",699,699,,,,,1,0,"['C029577', 'C030628', 'C030293', 'C030323', 'C030625', 'C030626', 'C030627', 'C030324', 'C030640', 'C030639', 'C030638', 'C030641', 'C030295', 'C030647', 'C030325', 'C030645', 'C030644', 'C030298', 'C030646', 'C030651', 'C030652', 'C030326', 'C030653', 'C030300', 'C030650', 'C030658', 'C030302', 'C030327', 'C030656', 'C030657', 'C030659', 'C030328', 'C030305', 'C030189', 'C030307', 'C030329', 'C030308', 'C030330', 'C030309', 'C030331', 'C030332', 'C030310', 'C030311', 'C030333', 'C030312', 'C030334', 'C030335', 'C030313', 'C030336', 'C030314', 'C030340', 'C030318', 'C030341', 'C030319', 'C030315', 'C030337', 'C030316', 'C030338', 'C030339', 'C030317']",ec
CCAA07-A61167801,DEABJA,/items/CCAA07A61167801/000002_1648100510.jpg,/items/CCAA07A61167801/000001_1648100509.jpg,(好生活)雙門鞋櫃,"TZUMii雙門鞋櫃(2x3尺)\r\n．雙門設計磁鐵固定
．簡單都會風格易於搭配
．平台可放擺設品、鞋盒
．白色+原木色帶出迷人的簡約風采
．附四片活動層板
-----------------------
▼同系列共有原木色│胡桃木可選",699,699,,,,,1,0,"['C029577', 'C030628', 'C030293', 'C030323', 'C030625', 'C030626', 'C030627', 'C030324', 'C030640', 'C030639', 'C030638', 'C030641', 'C030295', 'C030647', 'C030325', 'C030645', 'C030644', 'C030298', 'C030646', 'C030651', 'C030652', 'C030326', 'C030653', 'C030300', 'C030650', 'C030658', 'C030302', 'C030327', 'C030656', 'C030657', 'C030659', 'C030328', 'C030305', 'C030189', 'C030307', 'C030329', 'C030308', 'C030330', 'C030309', 'C030331', 'C030332', 'C030310', 'C030311', 'C030333', 'C030312', 'C030334', 'C030335', 'C030313', 'C030336', 'C030314', 'C030340', 'C030318', 'C030341', 'C030319', 'C030315', 'C030337', 'C030316', 'C030338', 'C030339', 'C030317']",ec
DEABJA-A900F0D5M,DEABJA,/items/DEABJAA900F0D5M/000002_1652067945.jpg,/items/DEABJAA900F0D5M/000001_1652067945.jpg,TZUMii佐藤雙門鞋櫃,"TZUMii佐藤雙門鞋櫃\r\n●居家必備款
●活動板自由調整高度
●奶茶色門把，質感提升
●大容量收納空間",799,799,,,,,1,0,"['C029577', 'C030628', 'C030293', 'C030323', 'C030625', 'C030626', 'C030627', 'C030324', 'C030640', 'C030639', 'C030638', 'C030641', 'C030295', 'C030647', 'C030325', 'C030645', 'C030644', 'C030298', 'C030646', 'C030651', 'C030652', 'C030326', 'C030653', 'C030300', 'C030650', 'C030658', 'C030302', 'C030327', 'C030656', 'C030657', 'C030659', 'C030328', 'C030305', 'C030189', 'C030307', 'C030329', 'C030308', 'C030330', 'C030309', 'C030331', 'C030332', 'C030310', 'C030311', 'C030333', 'C030312', 'C030334', 'C030335', 'C030313', 'C030336', 'C030314', 'C030340', 'C030318', 'C030341', 'C030319', 'C030315', 'C030337', 'C030316', 'C030338', 'C030339', 'C030317']",ec
CCAA07-A68114950,DEABJA,/items/CCAA07A68114950/000002_1648103474.jpg,/items/CCAA07A68114950/000001_1648103473.jpg,(簡易)五層鞋櫃,"TZUMii超值五層鞋櫃\r\n．五層收納空間
．開放式存取便利
．雙色配色不呆板
．鞋櫃、書櫃..等多用途",799,799,,,,,1,0,"['C029577', 'C030628', 'C030293', 'C030323', 'C030625', 'C030626', 'C030627', 'C030324', 'C030640', 'C030639', 'C030638', 'C030641', 'C030295', 'C030647', 'C030325', 'C030645', 'C030644', 'C030298', 'C030646', 'C030651', 'C030652', 'C030326', 'C030653', 'C030300', 'C030650', 'C030658', 'C030302', 'C030327', 'C030656', 'C030657', 'C030659', 'C030328', 'C030305', 'C030189', 'C030307', 'C030329', 'C030308', 'C030330', 'C030309', 'C030331', 'C030332', 'C030310', 'C030311', 'C030333', 'C030312', 'C030334', 'C030335', 'C030313', 'C030336', 'C030314', 'C030340', 'C030318', 'C030341', 'C030319', 'C030315', 'C030337', 'C030316', 'C030338', 'C030339', 'C030317']",ec
QFAABZ-A900AS878,DEABDE,/items/QFAABZA900AS878/000001_1595589782.jpg,/items/QFAABZA900AS878/000001_1595589782.jpg,【RICHOME】亞松森雙門透氣鞋櫃,"【RICHOME】亞松森雙門透氣鞋櫃/鞋架/玄關櫃/置物櫃/收納櫃 (工業風棧板設計)\r\n✓ 時尚簡約工業風格造型
✓ 塑合板貼pu防潑水設計
✓ 大容量空間，可收納16雙鞋
✓ 透氣通風孔兼具把手功能
✓ 雙門鞋櫃，有效阻隔灰塵
✓ 可移動層板放置長靴，調整收納空間大小",2111,2111,,,,,1,0,"['C029577', 'C030628', 'C030293', 'C030323', 'C030625', 'C030626', 'C030627', 'C030324', 'C030640', 'C030639', 'C030638', 'C030641', 'C030295', 'C030647', 'C030325', 'C030645', 'C030644', 'C030298', 'C030646', 'C030651', 'C030652', 'C030326', 'C030653', 'C030300', 'C030650', 'C030658', 'C030302', 'C030327', 'C030656', 'C030657', 'C030659', 'C030328', 'C030305', 'C030189', 'C030307', 'C030329', 'C030308', 'C030330', 'C030309', 'C030331', 'C030332', 'C030310', 'C030311', 'C030333', 'C030312', 'C030334', 'C030335', 'C030313', 'C030336', 'C030314', 'C030340', 'C030318', 'C030341', 'C030319', 'C030315', 'C030337', 'C030316', 'C030338', 'C030339', 'C030317']",ec
QFAAHS-A9009LX96,DEDD84,/items/QFAAHSA9009LX96/000001_1543308203.jpg,/items/QFAAHSA9009LX96/000001_1543308203.jpg,BuyJM附鞋叉加粗鐵管三層鞋架/鞋櫃2入,"BuyJM附鞋叉加粗鐵管三層鞋架/鞋櫃2入\r\n‧台灣製造~品質有保障
‧開放設計，好拿好放
‧三層設計，收納多更多
‧附鞋叉設計，分類更方便
‧附有防滑腳墊，靜音又防滑",1079,1079,,,,,1,0,"['C029577', 'C030628', 'C030293', 'C030323', 'C030625', 'C030626', 'C030627', 'C030324', 'C030640', 'C030639', 'C030638', 'C030641', 'C030295', 'C030647', 'C030325', 'C030645', 'C030644', 'C030298', 'C030646', 'C030651', 'C030652', 'C030326', 'C030653', 'C030300', 'C030650', 'C030658', 'C030302', 'C030327', 'C030656', 'C030657', 'C030659', 'C030328', 'C030305', 'C030189', 'C030307', 'C030329', 'C030308', 'C030330', 'C030309', 'C030331', 'C030332', 'C030310', 'C030311', 'C030333', 'C030312', 'C030334', 'C030335', 'C030313', 'C030336', 'C030314', 'C030340', 'C030318', 'C030341', 'C030319', 'C030315', 'C030337', 'C030316', 'C030338', 'C030339', 'C030317']",ec
